DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
4731710,1,3,1,13,1,1,233.48483761,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731711,1,1,1,13,1,1,198.23211843,13,2018,10,201810,80,1,4,9,2,,,8,2,,2,,,,,2
4731711,1,3,1,13,1,1,198.23211843,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731711,1,4,1,13,1,1,198.23211843,13,2018,10,201810,80,1,1,9,2,,,9,2,,2,,,,,2
4731713,1,1,1,13,1,1,243.07206283,13,2018,10,201810,80,1,4,4,2,,,4,2,,2,,,,,2
4731714,1,2,1,13,1,1,789.31324281,13,2018,10,201810,80,2,,,,2,,,2,,2,,2,,781242,2
4731718,1,1,1,13,1,1,340.15479081,13,2018,10,201810,80,1,4,4,2,,,4,2,,2,,,,,2
4731718,1,3,1,13,1,1,340.15479081,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731719,1,5,1,13,1,1,773.23535858,13,2018,10,201810,80,1,1,6,2,,,1,2,,2,,1,40,781242,2
4731720,1,2,1,13,1,1,769.25262708,13,2018,10,201810,80,1,2,2,2,,,2,2,,2,,2,,781242,2
4731721,1,4,1,13,1,1,323.14259564,13,2018,10,201810,80,1,2,2,2,,,2,2,,2,,,,,2
4731724,1,3,1,13,1,1,306.56862068,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731725,1,4,1,13,1,1,368.83877429,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731726,1,2,1,13,1,1,161.57129782,13,2018,10,201810,80,1,4,3,2,,,8,2,,2,,,,,2
4731726,1,3,1,13,1,1,161.57129782,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731726,1,4,1,13,1,1,161.57129782,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731726,1,5,1,13,1,1,161.57129782,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731726,1,6,1,13,1,1,161.57129782,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731728,1,4,1,13,1,1,298.05974787,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731730,1,1,1,15,1,1,106.78190044,15,2018,10,201810,80,1,4,4,2,,,4,2,,2,,,,,2
4731731,1,2,1,15,1,1,123.75992989,15,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731731,1,3,1,15,1,1,123.75992989,15,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731732,1,1,1,15,1,1,95.649400181,15,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731732,1,2,1,15,1,1,95.649400181,15,2018,10,201810,80,1,4,7,1,,3,8,2,,2,,1,48,781242,2
4731733,1,2,1,15,1,1,155.49909978,15,2018,10,201810,80,1,1,8,2,,,9,1,1,2,,1,48,781200,1
